ID	COUNTRY	BASE_URL	PRODUCT_URL	LOG_CHANNEL
1	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HHZVZ3N	-1001215441140
2	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HLZXHZY	-1001215441140
3	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HM4M621	-1001215441140
4	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HM4V2DH	-1001215441140
5	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HN37VQK	-1001215441140
6	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HN4DSTC	-1001215441140
7	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08JCKYYL8	-1001215441140
8	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08JCVWTQY	-1001215441140
9	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08K3PDL9K	-1001215441140
10	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KHL21CV	-1001215441140
11	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KHL2J5X	-1001215441140
12	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KWLMZV4	-1001215441140
13	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08L6PCZTR	-1001215441140
14	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LBVNKT1	-1001215441140
15	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LDS72P2	-1001215441140
16	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LLG9KQT	-1001215441140
17	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNPPCWJ	-1001215441140
18	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNQTSCT	-1001215441140
19	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNWPYRS	-1001215441140
20	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08M13DXSZ	-1001215441140
21	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08MKSYYZ4	-1001215441140
22	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08MWS59K8	-1001215441140
23	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NT9WQBG	-1001215441140
24	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW2X37Z	-1001215441140
25	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW2YJB2	-1001215441140
26	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW32F74	-1001215441140
27	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW528S1	-1001215441140
28	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NZ4G4T2	-1001215441140
29	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P2D3JSG	-1001215441140
30	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P37HYZM	-1001215441140
31	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P3BJ9Y8	-1001215441140
32	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P7ZKQPP	-1001215441140
33	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08PC6N5LB	-1001215441140
34	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08QZP2RRS	-1001215441140
35	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08R427DMQ	-1001215441140
36	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08BL4K6LN	-1001456391950
37	DE	https://www.amazon.de	https://www.amazon.de/dp/B08BL4K6LN	-1001216732301
38	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08BL4K6LN	-1001412533426
39	IT	https://www.amazon.it	https://www.amazon.it/dp/B08BL4K6LN	-1001253195786
40	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08BL4K6LN	-1001215441140
41	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08HN7VVLJ	-1001456391950
42	DE	https://www.amazon.de	https://www.amazon.de/dp/B08HN7VVLJ	-1001216732301
